Function,Name,Dll,AmountInGoodwares,AmountInRansomwares
b'RegCreateKeyExA',118,5,112,6
b'__crtLCMapStringW',118,4,118,0
b'ObjectStublessClient5',117,2,117,0
b'FillRect',117,2,112,5
b'RtlFreeSid',117,1,116,1
b'TryEnterCriticalSection',117,4,117,0
b'SetTextColor',117,2,114,3
b'wprintf',117,2,117,0
b'WinSqmIsOptedIn',117,1,117,0
b'CertOpenStore',116,1,116,0
b'NtQueryValueKey',116,1,116,0
b'IIDFromString',115,3,113,2
b'UnRegisterTypeLib',115,1,115,0
b'RtlEqualSid',115,1,115,0
b'CoRevertToSelf',115,2,115,0
b'CreateSolidBrush',114,1,112,2
b'GetSecurityDescriptorControl',114,4,114,0
b'toupper',114,5,114,0
b'swscanf',114,1,113,1
b'GetCPInfo',114,6,93,21
b'SetFileTime',114,5,106,8
b'WinSqmIncrementDWORD',114,1,114,0
b'MoveWindow',113,1,110,3
b'CryptGetHashParam',113,3,112,1
b'GetSecurityDescriptorSacl',112,4,112,0
b'CharUpperW',112,3,111,1
b'StrChrW',112,4,112,0
b'wcstok',112,1,112,0
b'UnregisterClassW',111,2,111,0
b'MsgWaitForMultipleObjects',111,3,110,1
b'MoveFileW',111,5,105,6
b'NtSetInformationThread',110,2,109,1
b'GetAclInformation',110,4,107,3
b'RegisterWaitForSingleObject',109,4,109,0
b'GetTimeZoneInformation',109,6,106,3
b'_wcstoui64',109,3,109,0
b'CheckDlgButton',109,1,108,1
b'GetVolumeInformationW',109,4,107,2
b'CoInitializeSecurity',108,4,107,1
b'SetBkColor',108,2,105,3
b'ObjectStublessClient18',108,2,108,0
b'atoi',108,8,108,0
b'SystemTimeToTzSpecificLocalTime',107,2,106,1
b'GetSecurityDescriptorOwner',107,4,106,1
b'SetThreadStackGuarantee',107,3,107,0
b'StrStrIW',107,4,106,1
b'RegisterWindowMessageW',107,2,106,1
b'RtlAllocateAndInitializeSid',107,1,106,1
b'SafeArrayGetElement',106,1,106,0
b'GetVolumePathNameW',106,3,106,0
b'_beginthreadex',106,6,105,1
b'GetPrivateProfileStringW',106,4,104,2
b'OffsetRect',106,2,104,2
b'UpdateWindow',106,1,105,1
b'CreateThreadpoolCleanupGroup',106,3,106,0
b'OpenMutexW',105,2,105,0
b'?_Winerror_message@std@@YAKKPEADK@Z',105,1,105,0
b'CreateCompatibleBitmap',105,2,101,4
b'wcspbrk',105,6,105,0
b'CoGetCallContext',105,2,105,0
b'?_Winerror_map@std@@YAHH@Z',105,1,105,0
b'NtQueryInformationFile',105,1,104,1
b'NtOpenThreadToken',105,1,105,0
b'MakeSelfRelativeSD',104,2,103,1
b'RegOpenKeyW',104,3,103,1
b'ObjectStublessClient19',104,2,104,0
b'GetTextExtentPoint32W',104,1,103,1
b'RtlLeaveCriticalSection',104,1,103,1
b'RtlEnterCriticalSection',104,1,103,1
b'CompareStringA',103,6,99,4
b'_o__wcsicmp',103,1,103,0
b'_wcsupr',103,4,102,1
b'CommandLineToArgvW',103,4,100,3
b'CloseThreadpoolCleanupGroupMembers',103,3,103,0
b'AddAce',103,4,100,3
b'strncpy_s',103,7,103,0
b'GetWindowTextLengthW',103,1,102,1
b'DbgPrint',103,2,103,0
b'PathFindExtensionW',103,3,101,2
b'isspace',102,7,102,0
b'SHGetThreadRef',102,4,102,0
b'IsWindowEnabled',102,2,101,1
b'_get_errno',102,1,102,0
b'ScreenToClient',102,3,100,2
b'__uncaught_exception',101,6,101,0
b'CoImpersonateClient',101,2,101,0
b'SetSecurityDescriptorGroup',101,3,101,0
b'fwprintf',100,1,100,0
b'srand',100,3,97,3
b'ShellExecuteW',100,2,94,6
b'strcspn',100,5,100,0
b'CloseThreadpoolCleanupGroup',100,3,100,0
b'CreateProcessAsUserW',99,5,96,3
b'OpenFileMappingW',99,3,98,1
b'lstrcmpiA',99,4,96,3
b'DeregisterEventSource',99,2,99,0
b'GetDiskFreeSpaceExW',99,4,95,4
b'RtlQueryWnfStateData',99,1,99,0
b'IsValidCodePage',98,4,82,16
b'VerifyVersionInfoW',98,2,98,0
b'DestroyMenu',98,1,96,2
b'GetMonitorInfoW',98,3,97,1
b'PathRemoveFileSpecW',98,3,96,2
b'BitBlt',98,2,97,1
b'RegEnumKeyW',98,3,97,1
b'GetEnvironmentStringsW',98,5,79,19
b'GetCommandLineA',98,4,81,17
b'SetThreadLocale',98,3,97,1
b'strnlen',98,5,98,0
b'_o___stdio_common_vsnprintf_s',98,1,98,0
b'_o_terminate',98,1,98,0
b'LookupAccountNameW',97,3,97,0
b'GetClassNameW',97,2,96,1
b'RtlInitString',97,2,97,0
b'GetSystemDefaultUILanguage',97,4,95,2
b'LsaClose',97,2,97,0
b'RtlInitAnsiString',96,2,96,0
b'RtlAdjustPrivilege',96,1,94,2
b'GlobalMemoryStatusEx',96,5,95,1
b'NtDeviceIoControlFile',96,1,96,0
b'ceil',96,4,96,0
b'BCryptDestroyKey',96,3,96,0
b'LsaOpenPolicy',96,2,95,1
b'StartTraceW',96,2,96,0
b'PtInRect',95,2,93,2
b'FindFirstFileExW',95,4,89,6
b'FreeAddrInfoW',95,2,95,0
b'_itow',95,2,95,0
b'strstr',95,8,95,0
b'LsaFreeMemory',94,2,94,0
b'FreeEnvironmentStringsW',94,5,76,18
b'CreateDIBSection',94,2,93,1
b'SetRect',94,2,91,3
b'CreateThreadpool',94,2,94,0
b'SleepEx',94,4,91,3
b'RpcBindingBind',94,2,94,0
b'_free_locale',94,3,94,0
b'ExpandEnvironmentStringsA',94,4,94,0
b'GetAddrInfoW',94,2,94,0
b'ReportEventW',93,2,93,0
b'SetWaitableTimer',93,4,92,1
b'GetNativeSystemInfo',93,3,91,2
b'FlushInstructionCache',93,3,93,0
b'RpcBindingCreateW',93,2,93,0
b'RegisterEventSourceW',93,2,93,0
b'RpcBindingVectorFree',93,1,93,0
b'CertGetCertificateContextProperty',93,1,93,0
b'RtlCaptureStackBackTrace',93,4,93,0
b'HSTRING_UserFree',92,1,92,0
b'CopyRect',92,2,91,1
b'HSTRING_UserMarshal',92,1,92,0
b'ClientToScreen',92,2,88,4
b'WindowsGetStringLen',92,1,92,0
b'HSTRING_UserSize',92,1,92,0
b'RpcServerInqBindings',92,1,92,0
b'HSTRING_UserUnmarshal',92,1,92,0
b'RtlInitUnicodeStringEx',91,1,91,0
b'HSTRING_UserFree64',91,1,91,0
b'HSTRING_UserMarshal64',91,1,91,0
b'HSTRING_UserSize64',91,1,91,0
b'HSTRING_UserUnmarshal64',91,1,91,0
b'SHGetKnownFolderPath',91,4,91,0
b'CloseThreadpool',91,2,91,0
b'GetVolumeNameForVolumeMountPointW',91,4,91,0
b'NtOpenProcessToken',91,1,90,1
b'GetOEMCP',91,4,74,17
b'IntersectRect',91,2,89,2
b'LocalFileTimeToFileTime',91,5,88,3
b'printf',91,2,90,1
b'WindowsCompareStringOrdinal',91,1,91,0
b'CryptGenRandom',90,3,86,4
b'CancelIoEx',90,2,90,0
b'FindWindowW',90,2,87,3
b'GetUserNameExW',90,2,90,0
b'pow',90,3,90,0
b'RtlGUIDFromString',90,2,90,0
b'PathCchAppend',90,1,90,0
b'NtWaitForSingleObject',90,1,89,1
b'_wsplitpath_s',90,5,90,0
b'ReadConsoleW',89,2,86,3
b'IsWow64Process',89,3,88,1
b'_acmdln',89,2,86,3
b'GetSecurityDescriptorGroup',89,4,89,0
b'CoMarshalInterThreadInterfaceInStream',89,2,89,0
b'ObjectStublessClient20',89,2,89,0
b'RegSetKeySecurity',89,3,89,0
b'CertFindCertificateInStore',89,1,88,1
b'GetFileVersionInfoW',88,2,86,2
b'ControlTraceW',88,2,88,0
b'RtlInitializeResource',88,1,88,0
b'CharPrevW',88,3,88,0
b'RtlAcquireResourceExclusive',88,1,88,0
b'_snwprintf_s',88,4,88,0
b'htons',88,2,82,6
b'RtlReleaseResource',88,1,88,0
b'GetActiveWindow',87,2,85,2
b'ControlService',87,3,85,2
b'RtlGetVersion',86,3,86,0
b'GetCursorPos',86,2,81,5
b'RtlEqualUnicodeString',86,3,86,0
b'DsGetDcNameW',86,2,86,0
b'ZwClose',86,2,86,0
b'SetBkMode',86,2,84,2
b'RtlCreateSecurityDescriptor',85,2,85,0
b'_wfopen',85,1,85,0
b'CoGetClassObject',85,2,85,0
b'WinSqmAddToStreamEx',85,1,85,0
b'sin',85,5,85,0
b'OpenThread',85,2,84,1
b'SafeArrayPutElement',85,1,85,0
b'AccessCheck',85,2,85,0
b'RtlDeleteResource',85,1,85,0
b'RpcServerInqCallAttributesW',84,1,84,0
b'CharLowerW',84,4,83,1
b'GetDlgItemTextW',84,1,84,0
b'MessageBeep',84,1,82,2
b'GetFileVersionInfoSizeW',84,3,82,2
b'RtlSetDaclSecurityDescriptor',84,2,84,0
b'localeconv',84,5,84,0
b'GetSystemDefaultLCID',83,2,83,0
b'_get_current_locale',83,1,83,0
b'_wtoi64',83,3,83,0
b'EtwEventEnabled',83,2,83,0
b'RegFlushKey',83,4,81,2
b'SetEntriesInAclW',83,2,82,1
b'GetThreadPriority',83,3,83,0
b'fwrite',83,6,82,1
b'QueryServiceConfigW',83,2,83,0
b'_wcslwr_s',82,6,82,0
b'RpcEpRegisterW',82,1,82,0
b'BCryptGenRandom',82,3,82,0
b'SetupDiDestroyDeviceInfoList',82,1,82,0
b'floorf',81,2,81,0
b'NtSetInformationFile',81,1,80,1
b'closesocket',81,2,77,4
b'GetSubMenu',81,1,78,3
b'RtlCreateAcl',81,2,80,1
b'CompareStringEx',81,2,81,0
b'cos',81,5,81,0
b'UnhookWindowsHookEx',81,1,81,0
b'RtlSubAuthoritySid',81,2,81,0
b'_ultow',80,4,80,0
b'GetVersion',80,5,73,7
b'FormatMessageA',80,5,75,5
b'I_RpcBindingInqLocalClientPID',80,1,80,0
b'ObjectStublessClient21',80,2,80,0
b'AddAccessAllowedAceEx',79,3,79,0
b'RtlAnsiStringToUnicodeString',79,3,79,0
b'RtlAcquireSRWLockExclusive',79,1,79,0
b'lstrcmpA',79,2,78,1
b'RtlReleaseSRWLockExclusive',79,1,79,0
b'GetLocaleInfoEx',79,5,79,0
b'SetThreadpoolThreadMaximum',79,2,79,0
b'GetErrorInfo',78,3,77,1
b'RpcAsyncInitializeHandle',78,2,78,0
b'VariantTimeToSystemTime',78,1,77,1
b'SafeArrayCreateVector',78,1,77,1
b'IsValidSecurityDescriptor',78,3,78,0
b'ReleaseCapture',77,1,76,1
b'RtlValidSid',77,1,77,0
b'GetProductInfo',77,3,77,0
b'SetCapture',77,1,76,1
b'GetForegroundWindow',76,2,75,1
b'DrawTextW',76,1,75,1
b'GetTextMetricsW',76,1,76,0
b'log',76,5,76,0
b'SetWindowsHookExW',76,1,76,0
b'CLSIDFromProgID',76,4,75,1
b'GlobalSize',76,2,76,0
b'SetErrorInfo',76,4,75,1
b'GetDiskFreeSpaceW',76,4,75,1
b'sqrtf',76,2,76,0
b'IsDBCSLeadByte',76,3,74,2
b'ReleaseStgMedium',76,2,76,0
b'CallNextHookEx',75,1,75,0
b'RpcEpUnregister',75,1,75,0
b'InflateRect',75,2,73,2
b'?_Xbad_function_call@std@@YAXXZ',75,3,75,0
b'_ui64tow_s',75,6,75,0
b'?_Winerror_map@std@@YAPEBDH@Z',75,2,75,0
b'Ndr64AsyncClientCall',75,2,75,0
b'RpcServerRegisterIf3',75,1,75,0
b'ObjectStublessClient22',75,2,75,0
b'htonl',75,2,73,2
b'GetClassInfoExW',75,2,73,2
b'IsRectEmpty',75,2,75,0
b'MakeAbsoluteSD',74,4,73,1
b'LoadMenuW',74,1,73,1
b'NtFsControlFile',74,1,74,0
b'TerminateThread',74,5,71,3
b'fseek',74,5,74,0
b'QISearch',73,3,73,0
b'DbgPrintEx',73,2,73,0
b'SetPropW',73,2,73,0
b'GetSidLengthRequired',73,4,72,1
b'_wsetlocale',73,1,73,0
b'wcstombs',73,4,73,0
b'wcstod',73,4,73,0
b'DsRoleGetPrimaryDomainInformation',73,2,73,0
b'iswxdigit',73,5,72,1
b'BSTR_UserFree',72,1,72,0
b'BSTR_UserFree64',72,1,72,0
b'BSTR_UserMarshal',72,1,72,0
b'ExtTextOutW',72,1,72,0
b'BSTR_UserMarshal64',72,1,72,0
b'BSTR_UserUnmarshal',72,1,72,0
b'BSTR_UserUnmarshal64',72,1,72,0
b'BSTR_UserSize',72,1,72,0
b'SystemTimeToVariantTime',72,1,72,0
b'BSTR_UserSize64',72,1,72,0
b'EqualRect',72,2,72,0
b'EnableMenuItem',72,1,68,4
b'GetModuleHandleExA',71,3,70,1
b'GetDlgCtrlID',71,1,70,1
b'RpcServerUseProtseqW',71,1,71,0
b'RpcServerUnregisterIfEx',71,1,71,0
b'NtQueryVolumeInformationFile',71,1,71,0
b'LocaleNameToLCID',71,2,71,0
b'TraceEvent',71,4,71,0
b'GetPropW',71,3,71,0
b'EtwEventWriteTransfer',71,1,71,0
b'LoadBitmapW',71,1,71,0
b'DsRoleFreeMemory',70,2,70,0
b'_fileno',70,4,70,0
b'SetThreadPreferredUILanguages',70,3,70,0
b'PathAppendW',70,2,69,1
b'RtlConvertSidToUnicodeString',70,1,70,0
b'QueryDosDeviceW',70,3,68,2
b'RpcServerUnregisterIf',70,1,70,0
b'strtoul',70,6,70,0
b'_itoa_s',70,5,70,0
b'I_RpcMapWin32Status',70,1,70,0
b'SetConsoleMode',69,3,66,3
b'ExitThread',69,6,63,7
b'RtlAcquireResourceShared',69,1,69,0
b'LoadStringA',69,3,64,8
b'CertDuplicateCertificateContext',69,1,69,0
b'RpcServerUseProtseqEpW',69,1,69,0
b'ChangeServiceConfigW',69,2,69,0
b'RtlDosPathNameToNtPathName_U',69,1,68,1
b'CreateWaitableTimerExW',68,3,67,1
b'NtQuerySystemTime',68,1,68,0
b'SetConsoleCtrlHandler',68,4,63,5
b'CreatePopupMenu',68,1,63,5
b'ntohs',68,2,67,1
b'?_BADOFF@std@@3_JB',68,4,68,0
b'RtlAppendUnicodeStringToString',68,2,68,0
b'CharNextA',68,3,64,7
b'RegConnectRegistryW',68,2,67,1
b'DeleteTimerQueueEx',67,2,67,0
b'CoIncrementMTAUsage',67,2,67,0
b'strtol',67,5,67,0
b'CoDecrementMTAUsage',67,2,67,0
b'ImpersonateSelf',67,3,66,1
b'RtlGetNtProductType',67,1,67,0
b'mbstowcs',67,1,67,0
b'RpcAsyncCancelCall',67,2,67,0
b'_local_unwind',67,6,67,0
b'SwitchToThread',67,6,65,2
b'UnregisterWait',67,4,67,0
b'RtlReAllocateHeap',67,1,67,0
b'CopyFileExW',66,4,66,0
b'SafeArrayGetDim',66,1,66,0
b'RtlStringFromGUID',66,1,66,0
b'DsFreeNameResultW',66,2,66,0
b'LsaQueryInformationPolicy',66,2,65,1
b'DsUnBindW',66,2,66,0
b'RtlUnsubscribeWnfStateChangeNotification',66,1,66,0
b'CertVerifyCertificateChainPolicy',66,1,66,0
b'SetNamedSecurityInfoW',66,2,64,2
b'CreateTimerQueue',66,2,66,0
b'QueryServiceStatusEx',66,2,64,2
b'CheckRadioButton',66,1,65,1
b'IsChild',66,2,65,1
b'atol',66,8,66,0
b'StrCmpIW',66,3,66,0
b'ObjectStublessClient23',65,2,65,0
b'RegCreateKeyW',65,3,64,1
b'RtlAppendUnicodeToString',65,2,65,0
b'DeleteFileA',65,4,61,4
b'socket',65,2,61,4
b'CertGetNameStringW',65,1,64,1
b'___lc_collate_cp_func',65,5,65,0
b'MonitorFromWindow',65,1,64,1
b'PropVariantCopy',64,2,64,0
b'RegEnumKeyExA',64,3,61,3
b'NCryptFreeObject',64,1,64,0
b'GetFinalPathNameByHandleW',64,4,64,0
b'RedrawWindow',64,2,61,3
b'DsCrackNamesW',64,2,64,0
b'strcat_s',64,5,64,0
b'GetVolumePathNamesForVolumeNameW',64,3,62,2
b'RpcServerRegisterIfEx',64,1,64,0
b'RpcExceptionFilter',64,2,64,0
b'CryptUnprotectData',64,1,63,1
b'_ltow_s',63,6,63,0
b'CryptDestroyKey',63,3,62,1
b'NtCreateEvent',63,1,63,0
b'CreateIoCompletionPort',63,3,61,2
b'SetStdHandle',63,4,49,14
b'isupper',63,6,63,0
b'CryptProtectData',63,1,62,1
b'EnableTraceEx2',63,2,63,0
b'CharLowerBuffW',63,5,58,5
b'BCryptGenerateSymmetricKey',62,2,62,0
b'_o___stdio_common_vswprintf_s',62,1,62,0
b'CryptBinaryToStringW',62,1,62,0
b'GetSysColorBrush',62,1,59,3
b'InterlockedFlushSList',62,3,61,1
b'RtlInitializeSid',62,2,62,0
b'EtwEventSetInformation',62,1,62,0
b'RtlCopyUnicodeString',62,2,62,0
b'ntohl',62,2,61,1
b'__crtCompareStringW',62,4,62,0
b'_time64',62,4,62,0
b'SetFileInformationByHandle',62,3,62,0
b'isalpha',62,5,62,0
b'UnionRect',62,2,61,1
b'islower',61,5,61,0
b'IsIconic',61,1,58,3
b'BCryptEncrypt',61,3,61,0
b'SetRectEmpty',61,3,61,0
b'InitializeSid',61,4,61,0
b'InitializeConditionVariable',61,3,61,0
b'_o_wcscpy_s',61,1,61,0
b'SetEnvironmentVariableW',61,4,58,3
b'PathCchCombine',61,1,61,0
b'UnInitThread',60,1,60,0
b'CoResumeClassObjects',60,2,60,0
b'_ultoa_s',60,5,60,0
b'WritePrivateProfileStringW',60,4,59,1
b'RtlIpv6AddressToStringW',60,1,60,0
b'PathIsUNCW',60,3,60,0
b'ldiv',60,4,60,0
b'GetShortPathNameW',60,4,58,2
b'GetSidIdentifierAuthority',60,3,59,1
b'GetAncestor',60,3,59,1
b'InitThread',60,1,60,0
b'CertFreeCertificateChain',60,1,60,0
b'powf',60,2,60,0
b'bind',60,2,58,2
b'CreateRectRgn',60,1,60,0
b'SetCurrentDirectoryW',60,4,55,5
b'fread',59,5,58,1
b'CreateDialogParamW',59,1,59,0
b'GlobalReAlloc',59,3,56,3
b'NtOpenEvent',59,1,59,0
b'GetAdaptersAddresses',59,1,59,0
b'RtlUpcaseUnicodeChar',59,1,59,0
b'RtlInitializeSRWLock',59,1,59,0
b'RtlUnwindEx',59,4,59,0
b'UnInitProcessPriv',59,1,59,0
b'setsockopt',59,2,58,1
b'RpcStringBindingParseW',59,1,59,0
b'InitProcessPriv',59,1,59,0
b'RpcBindingToStringBindingW',59,1,59,0
b'FreeResource',58,3,55,3
b'GetLongPathNameW',58,3,57,1
b'GetConsoleCP',58,3,44,14
b'?Destroy@Element@DirectUI@@QEAAJ_N@Z',58,1,58,0
b'StrToID',58,1,58,0
b'CreatePen',58,1,56,2
b'RtlUnicodeStringToAnsiString',58,2,58,0
b'??Bid@locale@std@@QEAA_KXZ',58,3,58,0
b'GetQueuedCompletionStatus',58,3,57,1
b'RtlReportException',58,1,58,0
b'WinHttpOpen',58,1,57,1
b'WinHttpCloseHandle',58,1,57,1
b'?FindDescendent@Element@DirectUI@@QEAAPEAV12@G@Z',57,1,57,0
b'RemovePropW',57,2,57,0
b'CertGetCertificateChain',57,1,57,0
b'?uncaught_exception@std@@YA_NXZ',57,2,57,0
b'EtwEventActivityIdControl',57,1,57,0
b'LCIDToLocaleName',57,3,57,0
b'SetSecurityDescriptorSacl',57,3,56,1
b'RtlLengthRequiredSid',57,2,57,0
b'GetDIBits',57,2,55,2
b'wcsncat_s',57,3,57,0
b'DevFreeObjectProperties',57,3,57,0
b'LocalSize',57,3,57,0
b'SendNotifyMessageW',57,2,57,0
b'GetMenuItemCount',57,1,56,1
b'isalnum',56,4,56,0
b'iswctype',56,3,56,0
b'StrStrW',56,3,56,0
b'rand_s',56,5,56,0
b'RtlVerifyVersionInfo',56,1,56,0
b'RtlUnhandledExceptionFilter',56,1,56,0
b'StretchBlt',56,2,53,3
b'GetFileSecurityW',56,2,55,1
b'CreateDCW',56,1,55,1
b'CertEnumCertificatesInStore',56,1,56,0
b'iswalnum',56,6,56,0
b'_wtof',56,2,56,0
b'RegDeleteKeyValueW',55,2,55,0
b'lstrcpynW',55,3,55,0
b'DrawFocusRect',55,1,53,2
b'MapGenericMask',55,2,55,0
b'SafeArrayUnlock',55,1,55,0
b'_o__wcsnicmp',55,1,55,0
b'GetNameInfoW',55,1,55,0
b'SHLoadIndirectString',55,3,55,0
b'SafeArrayLock',55,1,55,0
b'RegLoadKeyW',55,2,55,0
b'_ltow',55,2,55,0
b'RegisterWaitForSingleObjectEx',54,1,54,0
b'EnumChildWindows',54,2,53,1
b'DevObjDestroyDeviceInfoList',54,1,54,0
b'RtlLengthSecurityDescriptor',54,1,54,0
b'DevCloseObjectQuery',54,3,54,0
b'FindFirstFileA',54,4,48,7
b'SetThreadpoolThreadMinimum',54,2,54,0
b'exp',54,4,54,0
b'FindWindowExW',54,2,53,1
b'??8type_info@@QEBAHAEBV0@@Z',54,1,54,0
b'DevObjCreateDeviceInfoList',54,1,54,0
b'RegUnLoadKeyW',54,2,54,0
b'FindNextVolumeW',54,3,51,3
b'OpenClipboard',54,2,51,3
b'FindVolumeClose',54,3,51,3
b'CloseClipboard',54,2,51,3
b'NtPowerInformation',54,1,54,0
b'DeleteMenu',54,1,51,3
b'WinSqmStartSession',54,1,54,0
b'PowerSettingUnregisterNotification',53,2,53,0
b'GetStringTypeExW',53,2,53,0
b'SHParseDisplayName',53,3,53,0
b'WinHttpConnect',53,1,53,0
b'MoveToEx',53,2,51,2
b'_finite',53,4,53,0
b'WinHttpOpenRequest',53,1,53,0
b'SetupDiGetClassDevsW',53,2,53,0
b'GetSystemDirectoryA',53,5,51,2
b'WinHttpSendRequest',53,1,53,0
b'PatBlt',53,2,52,1
b'WTSGetActiveConsoleSessionId',53,4,53,0
b'ObjectStublessClient24',53,2,53,0
b'SHGetFolderPathW',53,2,50,3
b'CancelIo',53,2,53,0
b'PowerSettingRegisterNotification',53,2,53,0
b'cosf',53,2,53,0
b'FindNextFileA',53,4,47,6
b'NtTerminateProcess',53,1,53,0
b'ceilf',53,2,53,0
b'Rectangle',53,1,51,2
b'GetFileInformationByHandleEx',53,3,53,0
b'NdrAsyncServerCall',53,1,53,0
b'CertFindExtension',53,1,53,0
b'FindFirstVolumeW',53,3,51,2
b'IsDialogMessageW',52,1,51,1
b'RtlSubAuthorityCountSid',52,1,52,0
b'RtlMultiByteToUnicodeN',52,1,52,0
b'RtlIsMultiSessionSku',52,1,52,0
b'TrackPopupMenu',52,1,49,3
b'NCryptOpenStorageProvider',52,1,52,0
b'RestoreDC',52,1,52,0
b'LineTo',52,1,50,2
b'sscanf_s',52,5,52,0
b'PostQueuedCompletionStatus',52,4,51,1
b'CreateMutexA',52,5,46,6
b'WinSqmEndSession',52,1,52,0
b'WindowsConcatString',52,1,52,0
b'SaveDC',52,1,52,0
b'RtlInitializeGenericTableAvl',51,1,51,0
b'SetTextAlign',51,1,51,0
b'sinf',51,2,51,0
b'??0_Lockit@std@@QEAA@H@Z',51,3,51,0
b'isxdigit',51,5,51,0
b'ConvertSecurityDescriptorToStringSecurityDescriptorW',51,2,51,0
b'WinHttpReceiveResponse',51,1,51,0
b'GetLocaleInfoA',51,3,42,12
b'??1_Lockit@std@@QEAA@XZ',51,3,51,0
b'SetFileSecurityW',51,2,49,2
b'InitOnceInitialize',51,2,51,0
b'DevGetObjectProperties',51,3,51,0
b'SetDlgItemInt',51,1,50,1
b'SetStretchBltMode',51,2,50,1
b'SetViewportOrgEx',51,1,50,1
b'IsWellKnownSid',50,4,50,0
b'GetIconInfo',50,2,49,1
b'RpcServerRegisterAuthInfoW',50,1,50,0
b'inet_addr',50,3,45,5
b'_o__wtoi',50,1,50,0
b'RtlSetOwnerSecurityDescriptor',50,1,50,0
b'RtlInsertElementGenericTableAvl',50,1,50,0
b'NtSetValueKey',50,1,50,0
b'RegQueryInfoKeyA',50,2,48,2
b'SetWindowRgn',50,1,50,0
b'Ndr64AsyncServerCallAll',50,1,50,0
b'atan2',50,4,50,0
b'__crtLCMapStringA',50,4,50,0
b'GetFileAttributesA',50,4,42,8
b'NtSetSecurityObject',50,1,50,0
b'GetMenuItemInfoW',49,1,48,1
b'StrCmpW',49,4,49,0
b'StretchDIBits',49,1,49,0
b'fopen',49,2,48,1
b'?_Init@locale@std@@CAPEAV_Locimp@12@_N@Z',49,3,49,0
b'SetTokenInformation',49,3,49,0
b'?Create@DUIXmlParser@DirectUI@@SAJPEAPEAV12@P6APEAVValue@2@PEBGPEAX@Z2P6AX11H2@Z2@Z',49,1,49,0
b'WinHttpSetOption',49,1,48,1
b'CreateBindCtx',49,2,48,1
b'GlobalHandle',49,3,46,3
b'_get_osfhandle',49,4,48,1
b'GetProcessTimes',49,3,48,1
b'?Destroy@DUIXmlParser@DirectUI@@QEAAXXZ',49,1,49,0
b'RtlAddAccessAllowedAce',49,2,49,0
b'HeapValidate',49,3,48,1
b'GetMessagePos',49,2,49,0
b'CharUpperBuffW',49,3,47,2
b'RtlIpv4AddressToStringW',49,1,49,0
b'SetMapMode',49,1,49,0
b'feof',49,4,49,0
b'SetActiveWindow',49,2,46,3
b'WakeAllConditionVariable',49,3,49,0
b'RegGetKeySecurity',49,3,49,0
b'RtlReleaseSRWLockShared',49,1,49,0
b'AlpcInitializeMessageAttribute',48,1,48,0
b'_wcsupr_s',48,5,48,0
b'VarBstrCmp',48,1,48,0
b'AlpcGetMessageAttribute',48,1,48,0
b'logf',48,5,48,0
b'SetSecurityDescriptorControl',48,2,48,0
b'SetClipboardData',48,2,45,3
b'NtDuplicateToken',48,1,48,0
b'WinHttpQueryHeaders',48,1,47,1
b'NtQueryInformationThread',48,2,48,0
b'?CreateElement@DUIXmlParser@DirectUI@@QEAAJPEBGPEAVElement@2@1PEAKPEAPEAV32@@Z',48,1,48,0
b'CryptStringToBinaryW',48,1,48,0
b'GetThreadPreferredUILanguages',48,3,48,0
b'NtCreateKey',48,1,48,0
b'EtwLogTraceEvent',48,1,48,0
b'RtlAcquireSRWLockShared',48,1,48,0
b'TpReleaseAlpcCompletion',48,1,48,0
b'DevObjGetClassDevs',48,1,48,0
b'SHCreateItemFromParsingName',48,2,48,0
b'SetWindowOrgEx',48,1,48,0
b'RpcBindingSetOption',48,1,48,0
b'RegLoadMUIStringW',48,3,48,0
b'NtAdjustPrivilegesToken',47,1,46,1
b'RtlDeleteElementGenericTableAvl',47,1,47,0
b'StrTrimW',47,4,47,0
b'?_Incref@facet@locale@std@@UEAAXXZ',47,3,47,0
b'BCryptDecrypt',47,3,47,0
b'TpWaitForAlpcCompletion',47,1,47,0
b'CoFreeUnusedLibraries',47,3,47,0
b'RtlIpv6StringToAddressW',47,1,47,0
b'?Release@Value@DirectUI@@QEAAXXZ',47,1,47,0
b'RegDeleteValueA',47,4,44,3
b'vsprintf_s',47,5,47,0
b'ObjectStublessClient25',47,2,47,0
b'WinHttpReadData',47,1,47,0
b'TpAllocAlpcCompletion',47,1,47,0
b'fgetpos',47,5,47,0
b'?_Decref@facet@locale@std@@UEAAPEAV_Facet_base@3@XZ',47,3,47,0
b'GetThreadUILanguage',47,4,47,0
b'CreateXmlReader',46,1,46,0
b'GetKeyboardLayout',46,1,45,1
b'StartThreadpoolIo',46,2,46,0
b'GetNamedSecurityInfoW',46,2,46,0
b'SHCreateMemStream',46,3,46,0
b'UrlEscapeW',46,3,46,0
b'MesHandleFree',46,2,46,0
b'WinHttpCrackUrl',46,1,45,1
b'SleepConditionVariableCS',46,3,46,0
b'CombineRgn',46,1,46,0
b'__mb_cur_max',46,1,46,0
b'fgetws',46,4,46,0
b'AdjustWindowRectEx',46,1,44,2
b'bsearch_s',46,5,46,0
b'qsort_s',46,4,46,0
b'GetThreadDesktop',46,1,45,1
b'SendMessageTimeoutW',46,2,45,1
b'?SetXMLFromResource@DUIXmlParser@DirectUI@@QEAAJIPEAUHINSTANCE__@@0@Z',45,1,45,0
